image_path,medicine_name,generic_name,rxstring,rxcui,product_code,ndc9,size,shape,score,imprint,color,strength,ingredients,dosage_form,author,image_source,source_image,identity_label,split
data\public\pillbox\images\003780781.jpg,fexofenadine hydrochloride 60 MG Oral Tablet,Fexofenadine Hydrochloride,fexofenadine hydrochloride 60 MG Oral Tablet,997501,0378-0781,003780781,8,ROUND,1,M;753,BLUE,FEXOFENADINE HYDROCHLORIDE 60 mg,FEXOFENADINE HYDROCHLORIDE[FEXOFENADINE],C42931,Mylan Pharmaceuticals Inc.,NLM,003780781.jpg,0378-0781,train
data\public\pillbox\images\8d6ddd91-038d-a23b-e053-2a95a90abc83.jpg,celecoxib 100 MG Oral Capsule,Celecoxib,celecoxib 100 MG Oral Capsule,205322,68084-969,680840969,18,CAPSULE,1,TEVA;7165,WHITE;BLUE,CELECOXIB 100 mg,CELECOXIB[CELECOXIB],C25158,American Health Packaging,SPL,8d6ddd91-038d-a23b-e053-2a95a90abc83.jpg,68084-969,train
data\public\pillbox\images\633950201.jpg,cevimeline 30 MG Oral Capsule [Evoxac],Evoxac,cevimeline 30 MG Oral Capsule [Evoxac],261361,63395-201,633950201,15,CAPSULE,1,EVOXAC;30;mg,WHITE,CEVIMELINE HYDROCHLORIDE 30 mg,CEVIMELINE HYDROCHLORIDE[CEVIMELINE],C25158,"Daiichi Sankyo, Inc.",NLM,633950201.jpg,63395-201,train
data\public\pillbox\images\13310-0153-07_E70E7393.jpg,Qualaquin Quinine Sulfate 324 mg,Qualaquin,,,13310-153,133100153,22,CAPSULE,1,AR;102,WHITE,Quinine Sulfate 324 mg,Quinine Sulfate[Quinine],C25158,AR Scientific Inc.,NLM,13310-0153-07_E70E7393.jpg,13310-153,train
data\public\pillbox\images\000780438.jpg,imatinib 400 MG Oral Tablet [Gleevec],Gleevec,imatinib 400 MG Oral Tablet [Gleevec],404589,0078-0438,000780438,19,OVAL,2,400;SL,YELLOW,IMATINIB MESYLATE 400 mg,IMATINIB MESYLATE[IMATINIB],C42998,Novartis Pharmaceuticals Corporation,NLM,000780438.jpg,0078-0438,train
data\public\pillbox\images\637390489.jpg,Ranitidine RANITIDINE HYDROCHLORIDE 150 mg,Ranitidine,,,63739-489,637390489,9,ROUND,1,IP;253,ORANGE,RANITIDINE HYDROCHLORIDE 150 mg,RANITIDINE HYDROCHLORIDE[RANITIDINE],C42998,McKesson Corporation dba SKY Packaging,NLM,637390489.jpg,63739-489,val
data\public\pillbox\images\005970041.jpg,telmisartan 80 MG Oral Tablet [Micardis],Micardis,telmisartan 80 MG Oral Tablet [Micardis],213432,0597-0041,005970041,16,OVAL,1,52H;,WHITE,TELMISARTAN 80 mg,TELMISARTAN[TELMISARTAN],C42998,"Boehringer Ingelheim Pharmaceuticals, Inc.",NLM,005970041.jpg,0597-0041,train
data\public\pillbox\images\004300478.jpg,risedronate sodium 150 MG Oral Tablet [Actonel],Actonel,risedronate sodium 150 MG Oral Tablet [Actonel],905030,0430-0478,004300478,12,OVAL,1,RSN;150;MG,BLUE,RISEDRONATE SODIUM HEMI-PENTAHYDRATE 129 mg;RISEDRONATE SODIUM MONOHYDRATE 21 mg,RISEDRONATE SODIUM HEMI-PENTAHYDRATE[RISEDRONIC ACID];RISEDRONATE SODIUM MONOHYDRATE[RISEDRONIC ACID],C42931,"Allergan, Inc.",NLM,004300478.jpg,0430-0478,train
data\public\pillbox\images\00555015904.jpg,Chlordiazepoxide Hydrochloride CHLORDIAZEPOXIDE HYDROCHLORIDE 25 mg,Chlordiazepoxide Hydrochloride,,,70518-0157,705180157,14,CAPSULE,1,barr;159,GREEN;WHITE,CHLORDIAZEPOXIDE HYDROCHLORIDE 25 mg,CHLORDIAZEPOXIDE HYDROCHLORIDE[CHLORDIAZEPOXIDE],C25158,REMEDYREPACK INC.,SPL,00555015904.jpg,70518-0157,train
data\public\pillbox\images\ATX01580.jpg,bupropion hydrochloride 75 MG Oral Tablet,Bupropion Hydrochloride,bupropion hydrochloride 75 MG Oral Tablet,993691,60687-340,606870340,8,ROUND,1,APO;BU;75,ORANGE,BUPROPION HYDROCHLORIDE 75 mg,BUPROPION HYDROCHLORIDE[BUPROPION],C42931,American Health Packaging,SPL,ATX01580.jpg,60687-340,train
data\public\pillbox\images\001439939.jpg,amoxicillin 500 MG Oral Capsule,Amoxicillin,amoxicillin 500 MG Oral Capsule,308191,0143-9939,001439939,20,CAPSULE,1,,WHITE,AMOXICILLIN 500 mg,AMOXICILLIN[AMOXICILLIN ANHYDROUS],C25158,West-Ward Pharmaceuticals Corp,NLM,001439939.jpg,0143-9939,train
data\public\pillbox\images\416160485.jpg,bicalutamide 50 MG Oral Tablet,Bicalutamide,bicalutamide 50 MG Oral Tablet,199123,41616-485,416160485,8,ROUND,1,485,WHITE,BICALUTAMIDE 50 mg,BICALUTAMIDE[BICALUTAMIDE],C42998,SUN PHARMA GLOBAL INC.,NLM,416160485.jpg,41616-485,train
data\public\pillbox\images\003781352.jpg,hydrochlorothiazide 25 MG / triamterene 37.5 MG Oral Tablet,Triamterene and Hydrochlorothiazide,hydrochlorothiazide 25 MG / triamterene 37.5 MG Oral Tablet,310812,0378-1352,003781352,9,ROUND,2,MYLAN;TH;1,GREEN,TRIAMTERENE 37.5 mg;HYDROCHLOROTHIAZIDE 25 mg,TRIAMTERENE[TRIAMTERENE];HYDROCHLOROTHIAZIDE[HYDROCHLOROTHIAZIDE],C42998,Mylan Pharmaceuticals Inc.,NLM,003781352.jpg,0378-1352,val
data\public\pillbox\images\no_product_image.jpg,HAMAMELIS VIRGINIANA HAMAMELIS VIRGINIANA ROOT BARK/STEM BARK 30 [hp_X],HAMAMELIS VIRGINIANA,,,0360-0194,003600194,5,ROUND,,,WHITE,HAMAMELIS VIRGINIANA ROOT BARK/STEM BARK 30 [hp_X],HAMAMELIS VIRGINIANA ROOT BARK/STEM BARK[HAMAMELIS VIRGINIANA ROOT BARK/STEM BARK],C42998,STANDARD HOMEOPATHIC COMPANY,PKG,no_product_image.jpg,0360-0194,train
data\public\pillbox\images\597621540.jpg,amlodipine 10 MG Oral Tablet,amlodipine besylate,amlodipine 10 MG Oral Tablet,308135,59762-1540,597621540,10,ROUND,1,G;1540;10,WHITE,AMLODIPINE BESYLATE 10 mg,AMLODIPINE BESYLATE[AMLODIPINE],C42998,Greenstone LLC,NLM,597621540.jpg,59762-1540,train
data\public\pillbox\images\004068380.jpg,morphine sulfate 60 MG Extended Release Oral Tablet,MORPHINE SULFATE,morphine sulfate 60 MG Extended Release Oral Tablet,891893,0406-8380,004068380,7,ROUND,1,M;60,ORANGE,MORPHINE SULFATE 60 mg,MORPHINE SULFATE[MORPHINE],C42927,SpecGx LLC,NLM,004068380.jpg,0406-8380,train
data\public\pillbox\images\000548301.jpg,furosemide 80 MG Oral Tablet,Furosemide,furosemide 80 MG Oral Tablet,197732,0054-8301,000548301,10,ROUND,2,54;533,WHITE,FUROSEMIDE 80 mg,FUROSEMIDE[FUROSEMIDE],C42998,West-Ward Pharmaceuticals Corp.,NLM,000548301.jpg,0054-8301,train
data\public\pillbox\images\51672-4003-02_NLMIMAGE10_75493AD9.jpg,nortriptyline 50 MG Oral Capsule,Nortriptyline Hydrochloride,nortriptyline 50 MG Oral Capsule,198046,51672-4003,516724003,19,CAPSULE,1,TARO;NTP50,GREEN;WHITE,Nortriptyline Hydrochloride 50 mg,Nortriptyline Hydrochloride[Nortriptyline],C25158,"Taro Pharmaceuticals U.S.A., Inc.",NLM,51672-4003-02_NLMIMAGE10_75493AD9.jpg,51672-4003,train
data\public\pillbox\images\433530918.jpg,etodolac 200 MG Oral Capsule,Etodolac,etodolac 200 MG Oral Capsule,197684,43353-918,433530918,22,CAPSULE,1,ETO;200;MG,PINK,Etodolac 200 mg,Etodolac[Etodolac],C25158,"Aphena Pharma Solutions - Tennessee, LLC",NLM,433530918.jpg,43353-918,train
data\public\pillbox\images\00054-0279-03_B508DAE6.jpg,naratriptan 2.5 MG Oral Tablet,Naratriptan,naratriptan 2.5 MG Oral Tablet,314135,0054-0279,000540279,7,ROUND,1,54;351,WHITE,NARATRIPTAN HYDROCHLORIDE 2.5 mg,NARATRIPTAN HYDROCHLORIDE[NARATRIPTAN],C42998,Hikma Pharmaceuticals USA Inc.,NLM,00054-0279-03_B508DAE6.jpg,0054-0279,val
data\public\pillbox\images\605052877.jpg,Ramipril RAMIPRIL 5 mg,Ramipril,,,60505-2877,605052877,4,CAPSULE,1,APO;5,WHITE;RED,RAMIPRIL 5 mg,RAMIPRIL[RAMIPRILAT],C25158,Apotex Corp.,NLM,605052877.jpg,60505-2877,val
data\public\pillbox\images\604290622.jpg,olanzapine 7.5 MG Oral Tablet,Olanzapine,olanzapine 7.5 MG Oral Tablet,312079,60429-622,604290622,9,ROUND,1,APO;OLA;7;5,WHITE,OLANZAPINE 7.5 mg,OLANZAPINE[OLANZAPINE],C42931,"Golden State Medical Supply, Inc.",NLM,604290622.jpg,60429-622,train
data\public\pillbox\images\000494960.jpg,sertraline 25 MG Oral Tablet [Zoloft],Zoloft,sertraline 25 MG Oral Tablet [Zoloft],212233,0049-4960,000494960,8,OVAL,2,ZOLOFT;25;mg,GREEN,SERTRALINE HYDROCHLORIDE 25 mg,SERTRALINE HYDROCHLORIDE[SERTRALINE],C42931,Roerig,NLM,000494960.jpg,0049-4960,train
data\public\pillbox\images\675440057.jpg,phenobarbital 32.4 MG Oral Tablet,Phenobarbital,phenobarbital 32.4 MG Oral Tablet,199167,67544-057,675440057,6,ROUND,2,5012;V,WHITE,PHENOBARBITAL 32.4 mg,PHENOBARBITAL[PHENOBARBITAL],C42998,"Aphena Pharma Solutions - Tennessee, Inc.",NLM,675440057.jpg,67544-057,val
data\public\pillbox\images\003784735.jpg,benazepril hydrochloride 10 MG / hydrochlorothiazide 12.5 MG Oral Tablet,Benazepril Hydrochloride and Hydrochlorothiazide,benazepril hydrochloride 10 MG / hydrochlorothiazide 12.5 MG Oral Tablet,898362,0378-4735,003784735,10,ROUND,2,M;735,BROWN,BENAZEPRIL HYDROCHLORIDE 10 mg;HYDROCHLOROTHIAZIDE 12.5 mg,BENAZEPRIL HYDROCHLORIDE[BENAZEPRILAT];HYDROCHLOROTHIAZIDE[HYDROCHLOROTHIAZIDE],C42931,Mylan Pharmaceuticals Inc.,NLM,003784735.jpg,0378-4735,train
data\public\pillbox\images\596300200.jpg,Robinul GLYCOPYRROLATE 1 mg,Robinul,,,59630-200,596300200,8,ROUND,2,HPC;200,WHITE,GLYCOPYRROLATE 1 mg,GLYCOPYRROLATE[GLYCOPYRRONIUM],C42998,Shionogi Inc.,NLM,596300200.jpg,59630-200,train
data\public\pillbox\images\162520515.jpg,ciprofloxacin 500 MG Oral Tablet,Ciprofloxacin,ciprofloxacin 500 MG Oral Tablet,309309,16252-515,162520515,18,OVAL,1,CR;500,WHITE,CIPROFLOXACIN HYDROCHLORIDE 500 mg,CIPROFLOXACIN HYDROCHLORIDE[CIPROFLOXACIN],C42931,"Actavis Pharma, Inc.",NLM,162520515.jpg,16252-515,train
data\public\pillbox\images\00093171201.jpg,Warfarin Sodium WARFARIN SODIUM 1 mg,Warfarin Sodium,,,68071-3073,680713073,11,OVAL,2,TV;1;1712,PINK,WARFARIN SODIUM 1 mg,WARFARIN SODIUM[WARFARIN],C42998,"NuCare Pharmaceuticals, Inc.",SPL,00093171201.jpg,68071-3073,train
data\public\pillbox\images\00378-0712-01_NLMIMAGE10_AF4057D2.jpg,enalapril maleate 5 MG / hydrochlorothiazide 12.5 MG Oral Tablet,Enalapril Maleate and Hydrochlorothiazide,enalapril maleate 5 MG / hydrochlorothiazide 12.5 MG Oral Tablet,858824,0378-0712,003780712,6,ROUND,1,M;712,WHITE,ENALAPRIL MALEATE 5 mg;HYDROCHLOROTHIAZIDE 12.5 mg,ENALAPRIL MALEATE[ENALAPRILAT ANHYDROUS];HYDROCHLOROTHIAZIDE[HYDROCHLOROTHIAZIDE],C42998,Mylan Pharmaceuticals Inc.,NLM,00378-0712-01_NLMIMAGE10_AF4057D2.jpg,0378-0712,val
data\public\pillbox\images\000373510.jpg,torsemide 10 MG Oral Tablet [Demadex],Demadex,torsemide 10 MG Oral Tablet [Demadex],208076,0037-3510,000373510,11,OVAL,2,10;5010,WHITE,TORSEMIDE 10 mg,TORSEMIDE[TORSEMIDE],C42998,Meda Pharmaceuticals,NLM,000373510.jpg,0037-3510,train
data\public\pillbox\images\00185-0124-01_AA23551A.jpg,Benazepril Hydrochloride and Hydrochlorothiazide BENAZEPRIL HYDROCHLORIDE 5 mg;HYDROCHLOROTHIAZIDE 6.25 mg,Benazepril Hydrochloride and Hydrochlorothiazide,,,0185-0124,001850124,13,OVAL,2,E124,WHITE,BENAZEPRIL HYDROCHLORIDE 5 mg;HYDROCHLOROTHIAZIDE 6.25 mg,BENAZEPRIL HYDROCHLORIDE[BENAZEPRILAT];HYDROCHLOROTHIAZIDE[HYDROCHLOROTHIAZIDE],C42931,"Eon Labs, Inc.",NLM,00185-0124-01_AA23551A.jpg,0185-0124,train
data\public\pillbox\images\605053247.jpg,famciclovir 500 MG Oral Tablet,FAMCICLOVIR,famciclovir 500 MG Oral Tablet,198382,60505-3247,605053247,15,OVAL,1,APO;FAM500,WHITE,FAMCICLOVIR 500 mg,FAMCICLOVIR[penciclovir],C42931,Apotex Corp.,NLM,605053247.jpg,60505-3247,train
data\public\pillbox\images\00172409660.jpg,Baclofen BACLOFEN 10 mg,Baclofen,,,68788-9846,687889846,9,ROUND,2,4096;TV,WHITE,BACLOFEN 10 mg,BACLOFEN[BACLOFEN],C42998,"Preferred Pharmaceuticals, Inc.",SPL,00172409660.jpg,68788-9846,train
data\public\pillbox\images\651620573.jpg,bethanechol chloride 25 MG Oral Tablet,Bethanechol Chloride,bethanechol chloride 25 MG Oral Tablet,857328,65162-573,651620573,11,ROUND,1,AN;573,YELLOW,BETHANECHOL CHLORIDE 25 mg,BETHANECHOL CHLORIDE[BETHANECHOL],C42998,Amneal Pharmaceuticals LLC,NLM,651620573.jpg,65162-573,train
data\public\pillbox\images\61958-1001-01_NLMIMAGE10_E31C7193.jpg,Ranexa ranolazine 500 mg,Ranexa,,,61958-1001,619581001,17,OVAL,1,CVT500,ORANGE,ranolazine 500 mg,ranolazine[ranolazine],C42930,"Gilead Sciences, Inc.",NLM,61958-1001-01_NLMIMAGE10_E31C7193.jpg,61958-1001,train
data\public\pillbox\images\00310-0095-30_NLMIMAGE10_914AC8E6.jpg,roflumilast 0.5 MG Oral Tablet [Daliresp],Daliresp,roflumilast 0.5 MG Oral Tablet [Daliresp],1091843,0310-0095,003100095,5,ROUND,1,D;500,WHITE,roflumilast 500 ug,roflumilast[roflumilast],C42998,AstraZeneca Pharmaceuticals LP,NLM,00310-0095-30_NLMIMAGE10_914AC8E6.jpg,0310-0095,train
data\public\pillbox\images\597623720.jpg,alprazolam 0.5 MG Oral Tablet,Alprazolam,alprazolam 0.5 MG Oral Tablet,308048,59762-3720,597623720,9,OVAL,2,G3720,ORANGE,ALPRAZOLAM 0.5 mg,ALPRAZOLAM[ALPRAZOLAM],C42998,Greenstone LLC,NLM,597623720.jpg,59762-3720,train
data\public\pillbox\images\68382-0113-05_NLMIMAGE10_553D2AD9.jpg,risperidone 0.5 MG Oral Tablet,risperidone,risperidone 0.5 MG Oral Tablet,312829,68382-113,683820113,5,ROUND,1,Z;6,RED,RISPERIDONE 0.5 mg,RISPERIDONE[RISPERIDONE],C42931,Zydus Pharmaceuticals (USA) Inc.,NLM,68382-0113-05_NLMIMAGE10_553D2AD9.jpg,68382-113,train
data\public\pillbox\images\422910146.jpg,atorvastatin 80 MG Oral Tablet,Atorvastatin Calcium,atorvastatin 80 MG Oral Tablet,259255,42291-146,422910146,10,ROUND,1,80,WHITE,Atorvastatin Calcium 80 mg,Atorvastatin Calcium[Atorvastatin],C42931,"AvKARE, Inc.",NLM,422910146.jpg,42291-146,train
data\public\pillbox\images\658620041.jpg,lisinopril 30 MG Oral Tablet,Lisinopril,lisinopril 30 MG Oral Tablet,205326,65862-041,658620041,9,ROUND,1,A;24,YELLOW,LISINOPRIL 30 mg,LISINOPRIL[LISINOPRIL ANHYDROUS],C42998,Aurobindo Pharma Limited,NLM,658620041.jpg,65862-041,val
data\public\pillbox\images\675440670.jpg,HYDROCODONE BITARTRATE AND ACETAMINOPHEN HYDROCODONE BITARTRATE 10 mg;ACETAMINOPHEN 325 mg,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,,,67544-670,675440670,15,OVAL,2,M367,WHITE,HYDROCODONE BITARTRATE 10 mg;ACETAMINOPHEN 325 mg,HYDROCODONE BITARTRATE[HYDROCODONE];ACETAMINOPHEN[ACETAMINOPHEN],C42998,"Aphena Pharma Solutions - Tennessee, Inc.",NLM,675440670.jpg,67544-670,train
data\public\pillbox\images\604290076.jpg,Chloroquine CHLOROQUINE PHOSPHATE 250 mg,Chloroquine,,,60429-076,604290076,10,ROUND,2,Westward;195,WHITE,CHLOROQUINE PHOSPHATE 250 mg,CHLOROQUINE PHOSPHATE[CHLOROQUINE],C42998,"Golden State Medical Supply, Inc.",NLM,604290076.jpg,60429-076,train
data\public\pillbox\images\000938165.jpg,quetiapine 400 MG Oral Tablet,Quetiapine,quetiapine 400 MG Oral Tablet,616483,0093-8165,000938165,19,OVAL,1,93;8165,WHITE,QUETIAPINE FUMARATE 400 mg,QUETIAPINE FUMARATE[QUETIAPINE],C42931,"Teva Pharmaceuticals USA, Inc.",NLM,000938165.jpg,0093-8165,train
data\public\pillbox\images\003780480.jpg,Osmotic 24 HR nifedipine 30 MG Extended Release Oral Tablet,Nifedipine,Osmotic 24 HR nifedipine 30 MG Extended Release Oral Tablet,1812011,0378-0480,003780480,9,ROUND,1,M;030,PINK,NIFEDIPINE 30 mg,NIFEDIPINE[NIFEDIPINE],C42930,Mylan Pharmaceuticals Inc.,NLM,003780480.jpg,0378-0480,train
data\public\pillbox\images\7a19920f-c498-2458-e053-2991aa0a83d4.jpg,hydrocortisone 5 MG Oral Tablet,Hydrocortisone,hydrocortisone 5 MG Oral Tablet,197787,68084-789,680840789,8,ROUND,2,3578;V,WHITE,HYDROCORTISONE 5 mg,HYDROCORTISONE[HYDROCORTISONE],C42998,American Health Packaging,NLM,7a19920f-c498-2458-e053-2991aa0a83d4.jpg,68084-789,train
data\public\pillbox\images\005271338.jpg,doxycycline monohydrate 100 MG Oral Tablet,Doxycycline,doxycycline monohydrate 100 MG Oral Tablet,1650142,0527-1338,005271338,13,OVAL,1,LCI;1338,YELLOW,DOXYCYCLINE 100 mg,DOXYCYCLINE[DOXYCYCLINE ANHYDROUS],C42931,"Lannett Company, Inc.",NLM,005271338.jpg,0527-1338,train
data\public\pillbox\images\4b4973a7-3045-24c7-e054-00144ff8d46c.jpg,levocetirizine dihydrochloride 5 MG Oral Tablet,Levocetirizine Dihydrochloride,levocetirizine dihydrochloride 5 MG Oral Tablet,855172,42291-386,422910386,8,OVAL,2,SG;136,WHITE,LEVOCETIRIZINE DIHYDROCHLORIDE 5 mg,LEVOCETIRIZINE DIHYDROCHLORIDE[LEVOCETIRIZINE],C42998,"AvKARE, Inc.",SPL,4b4973a7-3045-24c7-e054-00144ff8d46c.jpg,42291-386,train
data\public\pillbox\images\003788200.jpg,24 HR ketoprofen 200 MG Extended Release Oral Capsule,Ketoprofen,24 HR ketoprofen 200 MG Extended Release Oral Capsule,359697,0378-8200,003788200,22,CAPSULE,1,MYLAN;8200,BLUE;GRAY,KETOPROFEN 200 mg,KETOPROFEN[KETOPROFEN],C42916,Mylan Pharmaceuticals Inc.,NLM,003788200.jpg,0378-8200,train
data\public\pillbox\images\628560681.jpg,zonisamide 25 MG Oral Capsule [Zonegran],Zonegran,zonisamide 25 MG Oral Capsule [Zonegran],404725,62856-681,628560681,14,CAPSULE,1,Eisai;ZONEGRAN;25,WHITE,ZONISAMIDE 25 mg,ZONISAMIDE[ZONISAMIDE],C25158,Eisai Inc.,NLM,628560681.jpg,62856-681,train
data\public\pillbox\images\604290787.jpg,Warfarin Sodium WARFARIN SODIUM 3 mg,Warfarin Sodium,,,60429-787,604290787,11,OVAL,2,3;WARFARIN;TARO,BROWN,WARFARIN SODIUM 3 mg,WARFARIN SODIUM[WARFARIN],C42998,"Golden State Medical Supply, Inc.",NLM,604290787.jpg,60429-787,val
data\public\pillbox\images\00173-0790-01_D7196BFB.jpg,24 HR Propranolol Hydrochloride 80 MG Extended Release Oral Capsule [InnoPran],INNOPRAN,24 HR Propranolol Hydrochloride 80 MG Extended Release Oral Capsule [InnoPran],856576,0173-0790,001730790,16,CAPSULE,1,80;InnoPran;XL,GRAY,PROPRANOLOL HYDROCHLORIDE 80 mg,PROPRANOLOL HYDROCHLORIDE[PROPRANOLOL],C42916,GlaxoSmithKline LLC,NLM,00173-0790-01_D7196BFB.jpg,0173-0790,train
data\public\pillbox\images\00093220301.jpg,metoclopramide 10 MG Oral Tablet,Metoclopramide,metoclopramide 10 MG Oral Tablet,311666,70518-0669,705180669,8,ROUND,2,TEVA;2203,WHITE,METOCLOPRAMIDE HYDROCHLORIDE 10 mg,METOCLOPRAMIDE HYDROCHLORIDE[METOCLOPRAMIDE],C42998,REMEDYREPACK INC.,NLM,00093220301.jpg,70518-0669,train
data\public\pillbox\images\10_mg_Chlorpromazine_Tablet.jpg,chlorpromazine hydrochloride 10 MG Oral Tablet,CHLORPROMAZINE HYDROCHLORIDE,chlorpromazine hydrochloride 10 MG Oral Tablet,991039,60687-419,606870419,5,ROUND,1,B,WHITE,CHLORPROMAZINE HYDROCHLORIDE 10 mg,CHLORPROMAZINE HYDROCHLORIDE[CHLORPROMAZINE],C42931,American Health Packaging,SPL,10_mg_Chlorpromazine_Tablet.jpg,60687-419,val
data\public\pillbox\images\00062-2085-12_06130328.jpg,Axert 12.5 MG Oral Tablet,Axert,Axert 12.5 MG Oral Tablet,284589,0062-2085,000622085,6,ROUND,1,A,WHITE,almotriptan 12.5 mg,almotriptan malate[almotriptan],C42897,"Ortho-McNeil-Janssen Pharmaceuticals, Inc.",NLM,00062-2085-12_06130328.jpg,0062-2085,val
data\public\pillbox\images\433530413.jpg,pregabalin 100 MG Oral Capsule [Lyrica],Lyrica,pregabalin 100 MG Oral Capsule [Lyrica],607018,43353-413,433530413,16,CAPSULE,1,Pfizer;PGN;100,ORANGE,PREGABALIN 100 mg,PREGABALIN[PREGABALIN],C25158,"Aphena Pharma Solutions - Tennessee, LLC",NLM,433530413.jpg,43353-413,train
data\public\pillbox\images\68382-0112-14_NLMIMAGE10_4C3D2629.jpg,risperidone 0.25 MG Oral Tablet,risperidone,risperidone 0.25 MG Oral Tablet,312828,68382-112,683820112,5,ROUND,1,Z;4,YELLOW,RISPERIDONE 0.25 mg,RISPERIDONE[RISPERIDONE],C42931,Zydus Pharmaceuticals (USA) Inc.,NLM,68382-0112-14_NLMIMAGE10_4C3D2629.jpg,68382-112,val
data\public\pillbox\images\604290316.jpg,losartan potassium 25 MG Oral Tablet,Losartan Potassium,losartan potassium 25 MG Oral Tablet,979485,60429-316,604290316,7,TEAR,1,LK;25,GREEN,LOSARTAN POTASSIUM 25 mg,LOSARTAN POTASSIUM[LOSARTAN],C42931,"Golden State Medical Supply, Inc.",NLM,604290316.jpg,60429-316,train
data\public\pillbox\images\5d68a4b7-795b-cdae-e053-2a91aa0a1e32.jpg,omeprazole 20 MG Delayed Release Oral Capsule,Omeprazole,omeprazole 20 MG Delayed Release Oral Capsule,198051,69618-047,696180047,22,CAPSULE,1,OMP20,PINK;WHITE,OMEPRAZOLE MAGNESIUM 20 mg,OMEPRAZOLE MAGNESIUM[OMEPRAZOLE],C25158,Reliable 1 Laboratories LLC,SPL,5d68a4b7-795b-cdae-e053-2a91aa0a1e32.jpg,69618-047,train
data\public\pillbox\images\009046221.jpg,ursodiol 300 MG Oral Capsule,Ursodiol,ursodiol 300 MG Oral Capsule,858747,0904-6221,009046221,22,CAPSULE,1,E503,PINK;WHITE,URSODIOL 300 mg,URSODIOL[URSODIOL],C25158,Major Pharmaceuticals,NLM,009046221.jpg,0904-6221,train
data\public\pillbox\images\762820239.jpg,amlodipine 10 MG Oral Tablet,Amlodipine besylate,amlodipine 10 MG Oral Tablet,308135,76282-239,762820239,10,ROUND,1,239;IG,WHITE,AMLODIPINE BESYLATE 10 mg,AMLODIPINE BESYLATE[AMLODIPINE],C42998,"Exelan Pharmaceuticals, Inc.",NLM,762820239.jpg,76282-239,val
data\public\pillbox\images\31722-0237-10_C503E29F.jpg,amlodipine 2.5 MG Oral Tablet,Amlodipine Besylate,amlodipine 2.5 MG Oral Tablet,308136,31722-237,317220237,6,ROUND,1,237;IG,WHITE,AMLODIPINE BESYLATE 2.5 mg,AMLODIPINE BESYLATE[AMLODIPINE],C42998,"Camber Pharmaceuticals, Inc.",NLM,31722-0237-10_C503E29F.jpg,31722-237,train
data\public\pillbox\images\DRR03990.jpg,lansoprazole 30 MG Delayed Release Oral Capsule,Lansoprazole,lansoprazole 30 MG Delayed Release Oral Capsule,311277,60687-123,606870123,19,CAPSULE,1,RDY;399,PINK;BLACK,LANSOPRAZOLE 30 mg,LANSOPRAZOLE[LANSOPRAZOLE],C42902,American Health Packaging,SPL,DRR03990.jpg,60687-123,val
data\public\pillbox\images\001850342.jpg,fosinopril sodium 20 MG / hydrochlorothiazide 12.5 MG Oral Tablet,Fosinopril Sodium and Hydrochlorothiazide,fosinopril sodium 20 MG / hydrochlorothiazide 12.5 MG Oral Tablet,857174,0185-0342,001850342,8,ROUND,1,E;342,PINK,FOSINOPRIL SODIUM 20 mg;HYDROCHLOROTHIAZIDE 12.5 mg,FOSINOPRIL SODIUM[FOSINOPRILAT];HYDROCHLOROTHIAZIDE[HYDROCHLOROTHIAZIDE],C42998,"Eon Labs, Inc.",NLM,001850342.jpg,0185-0342,train
data\public\pillbox\images\604290230.jpg,trazodone hydrochloride 150 MG Oral Tablet,Trazodone Hydrochloride,trazodone hydrochloride 150 MG Oral Tablet,856364,60429-230,604290230,17,OVAL,3,APO;T150;50;50;50,WHITE,TRAZODONE HYDROCHLORIDE 150 mg,TRAZODONE HYDROCHLORIDE[TRAZODONE],C42998,"Golden State Medical Supply, Inc.",NLM,604290230.jpg,60429-230,train
data\public\pillbox\images\000746479.jpg,Gengraf CYCLOSPORINE 100 mg,Gengraf,,,0074-6479,000746479,23,OVAL,1,100;mg;OT,WHITE,CYCLOSPORINE 100 mg,CYCLOSPORINE[CYCLOSPORINE],C25158,AbbVie Inc.,NLM,000746479.jpg,0074-6479,train
data\public\pillbox\images\00555105686.jpg,isotretinoin 30 MG Oral Capsule [Claravis],Claravis,isotretinoin 30 MG Oral Capsule [Claravis],643488,0555-1056,005551056,18,CAPSULE,1,barr;454,ORANGE,ISOTRETINOIN 30 mg,ISOTRETINOIN[ISOTRETINOIN],C42954,"Teva Pharmaceuticals USA, Inc.",NLM,00555105686.jpg,0555-1056,train
data\public\pillbox\images\434780902.jpg,24 HR propranolol hydrochloride 120 MG Extended Release Oral Capsule,Propranolol Hydrochloride,24 HR propranolol hydrochloride 120 MG Extended Release Oral Capsule,856460,43478-902,434780902,18,CAPSULE,1,AK;120,WHITE;BLUE,PROPRANOLOL HYDROCHLORIDE 120 mg,PROPRANOLOL HYDROCHLORIDE[PROPRANOLOL],C42916,Rouses Point Pharm,NLM,434780902.jpg,43478-902,train
data\public\pillbox\images\604290784.jpg,Warfarin Sodium WARFARIN SODIUM 1 mg,Warfarin Sodium,,,60429-784,604290784,11,OVAL,2,1;WARFARIN;TARO,PINK,WARFARIN SODIUM 1 mg,WARFARIN SODIUM[WARFARIN],C42998,"Golden State Medical Supply, Inc.",NLM,604290784.jpg,60429-784,train
