normalized_name,drug_name,ingredient_name,atc_code,atc_group_code,atc_group_name,atc_class_label,drug_class
telbivudine,telbivudine,telbivudine,J05AF11,J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors,Nucleoside and nucleotide reverse transcriptase inhibitors,unknown
telithromycin,telithromycin,telithromycin,J01FA15,J01FA,Macrolides,Macrolides,macrolide
telmisartan,telmisartan,telmisartan,C09CA07,C09CA,"Angiotensin II receptor blockers (ARBs), plain","Angiotensin II receptor blockers (ARBs), plain",arb
telotristat,telotristat,telotristat,A16AX15,A16AX,Various alimentary tract and metabolism products,Various alimentary tract and metabolism products,unknown
temafloxacin,temafloxacin,temafloxacin,J01MA05,J01MA,Fluoroquinolones,Fluoroquinolones,fluoroquinolone
temazepam,temazepam,temazepam,N05CD07,N05CD,Benzodiazepine derivatives,Benzodiazepine derivatives,benzodiazepine
temocapril,temocapril,temocapril,C09AA14,C09AA,"ACE inhibitors, plain","ACE inhibitors, plain",ace_inhibitor
temocillin,temocillin,temocillin,J01CA17,J01CA,Penicillins with extended spectrum,Penicillins with extended spectrum,penicillin
temoporfin,temoporfin,temoporfin,L01XD05,L01XD,Sensitizers used in photodynamic/radiation therapy,Sensitizers used in photodynamic/radiation therapy,unknown
temozolomide,temozolomide,temozolomide,L01AX03,L01AX,Other alkylating agents,Other alkylating agents,unknown
temsirolimus,temsirolimus,temsirolimus,L01EG01,L01EG,Mammalian target of rapamycin (mTOR) kinase inhibitors,Mammalian target of rapamycin (mTOR) kinase inhibitors,unknown
tenapanor,tenapanor,tenapanor,A06AX08,A06AX,Other drugs for constipation,Other drugs for constipation,unknown
tenecteplase,tenecteplase,tenecteplase,B01AD11,B01AD,Enzymes,Enzymes,unknown
teneligliptin,teneligliptin,teneligliptin,A10BH08,A10BH,Dipeptidyl peptidase 4 (DPP-4) inhibitors,Dipeptidyl peptidase 4 (DPP-4) inhibitors,unknown
tenidap,tenidap,tenidap,M01AX23,M01AX,"Other antiinflammatory and antirheumatic agents, non-steroids","Other antiinflammatory and antirheumatic agents, non-steroids",nsaid
teniposide,teniposide,teniposide,L01CB02,L01CB,Podophyllotoxin derivatives,Podophyllotoxin derivatives,unknown
tenitramine,tenitramine,tenitramine,C01DA38,C01DA,Organic nitrates,Organic nitrates,unknown
tenofovir alafenamide,tenofovir alafenamide,tenofovir alafenamide,J05AF13,J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors,Nucleoside and nucleotide reverse transcriptase inhibitors,unknown
tenofovir disoproxil,tenofovir disoproxil,tenofovir disoproxil,J05AF07,J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors,Nucleoside and nucleotide reverse transcriptase inhibitors,unknown
tenonitrozole,tenonitrozole,tenonitrozole,P01AX08,P01AX,Other agents against amoebiasis and other protozoal diseases,Other agents against amoebiasis and other protozoal diseases,unknown
tenoxicam,tenoxicam,tenoxicam,M01AC02,M01AC,Oxicams,Oxicams,nsaid
tepotinib,tepotinib,tepotinib,L01EX21,L01EX,Other protein kinase inhibitors,Other protein kinase inhibitors,unknown
terazosin,terazosin,terazosin,G04CA03,G04CA,Alpha-adrenoreceptor antagonists,Alpha-adrenoreceptor antagonists,unknown
terbinafine,terbinafine,terbinafine,D01BA02,D01BA,Antifungals for systemic use,Antifungals for systemic use,unknown
terbutaline,terbutaline,terbutaline,R03CC03,R03CC,Selective beta-2-adrenoreceptor agonists,Selective beta-2-adrenoreceptor agonists,unknown
terconazole,terconazole,terconazole,G01AG02,G01AG,Triazole derivatives,Triazole derivatives,unknown
terfenadine,terfenadine,terfenadine,R06AX12,R06AX,Other antihistamines for systemic use,Other antihistamines for systemic use,antihistamine
terguride,terguride,terguride,G02CB06,G02CB,Prolactine inhibitors,Prolactine inhibitors,unknown
teriflunomide,teriflunomide,teriflunomide,L04AA31,L04AA,Selective immunosuppressants,Selective immunosuppressants,unknown
teriparatide,teriparatide,teriparatide,H05AA02,H05AA,Parathyroid hormones and analogues,Parathyroid hormones and analogues,unknown
terizidone,terizidone,terizidone,J04AK03,J04AK,Other drugs for treatment of tuberculosis,Other drugs for treatment of tuberculosis,unknown
terlipressin,terlipressin,terlipressin,H01BA04,H01BA,Vasopressin and analogues,Vasopressin and analogues,unknown
terodiline,terodiline,terodiline,G04BD05,G04BD,Drugs for urinary frequency and incontinence,Drugs for urinary frequency and incontinence,unknown
tertatolol,tertatolol,tertatolol,C07AA16,C07AA,"Beta blocking agents, non-selective","Beta blocking agents, non-selective",beta_blocker
tesamorelin,tesamorelin,tesamorelin,H01AC06,H01AC,Somatropin and somatropin agonists,Somatropin and somatropin agonists,unknown
testosterone,testosterone,testosterone,G03BA03,G03BA,3-oxoandrosten (4) derivatives,3-oxoandrosten (4) derivatives,unknown
tetanus antitoxin,tetanus antitoxin,tetanus antitoxin,J06AA02,J06AA,Immune sera,Immune sera,unknown
tetanus immunoglobulin,tetanus immunoglobulin,tetanus immunoglobulin,J06BB02,J06BB,Specific immunoglobulins,Specific immunoglobulins,unknown
tetanus toxoid,tetanus toxoid,tetanus toxoid,J07AM01,J07AM,Tetanus vaccines,Tetanus vaccines,unknown
tetrabenazine,tetrabenazine,tetrabenazine,N07XX06,N07XX,Other nervous system drugs,Other nervous system drugs,unknown
tetracaine,tetracaine,tetracaine,C05AD02,C05AD,Local anesthetics,Local anesthetics,unknown
tetracosactide,tetracosactide,tetracosactide,H01AA02,H01AA,ACTH,ACTH,unknown
tetracycline,tetracycline,tetracycline,J01AA07,J01AA,Tetracyclines,Tetracyclines,tetracycline
tetragalacturonic acid hydroxymethylester,tetragalacturonic acid hydroxymethylester,tetragalacturonic acid hydroxymethylester,B02BC03,B02BC,Local hemostatics,Local hemostatics,unknown
tetramethrin,tetramethrin,tetramethrin,P03BA04,P03BA,Pyrethrines,Pyrethrines,unknown
tetramethylglycoluril,tetramethylglycoluril,tetramethylglycoluril,N06BX21,N06BX,Other psychostimulants and nootropics,Other psychostimulants and nootropics,unknown
tetrazepam,tetrazepam,tetrazepam,M03BX07,M03BX,Other centrally acting agents,Other centrally acting agents,unknown
tetryzoline,tetryzoline,tetryzoline,R01AA06,R01AA,"Sympathomimetics, plain","Sympathomimetics, plain",unknown
textiles,textiles,textiles,V01AA09,V01AA,Allergen extracts,Allergen extracts,unknown
thalidomide,thalidomide,thalidomide,L04AX02,L04AX,Other immunosuppressants,Other immunosuppressants,unknown
thallium 201tl chloride,thallium (201Tl) chloride,thallium (201Tl) chloride,V09GX01,V09GX,Other cardiovascular system diagnostic radiopharmaceuticals,Other cardiovascular system diagnostic radiopharmaceuticals,unknown
thebacon,thebacon,thebacon,R05DA10,R05DA,Opium alkaloids and derivatives,Opium alkaloids and derivatives,unknown
thenalidine,thenalidine,thenalidine,R06AX03,R06AX,Other antihistamines for systemic use,Other antihistamines for systemic use,antihistamine
theobromine,theobromine,theobromine,C03BD01,C03BD,Xanthine derivatives,Xanthine derivatives,unknown
theodrenaline,theodrenaline,theodrenaline,C01CA23,C01CA,Adrenergic and dopaminergic agents,Adrenergic and dopaminergic agents,unknown
theophylline,theophylline,theophylline,R03DA04,R03DA,Xanthines,Xanthines,unknown
thiamazole,thiamazole,thiamazole,H03BB02,H03BB,Sulfur-containing imidazole derivatives,Sulfur-containing imidazole derivatives,unknown
thiamine vit b1,thiamine (vit B1),thiamine (vit B1),A11DA01,A11DA,"Vitamin B1, plain","Vitamin B1, plain",unknown
thiamphenicol,thiamphenicol,thiamphenicol,J01BA02,J01BA,Amphenicols,Amphenicols,unknown
thiazinam,thiazinam,thiazinam,R06AD06,R06AD,Phenothiazine derivatives,Phenothiazine derivatives,antihistamine
thiethylperazine,thiethylperazine,thiethylperazine,R06AD03,R06AD,Phenothiazine derivatives,Phenothiazine derivatives,antihistamine
thioacetazone,thioacetazone,thioacetazone,J04AK07,J04AK,Other drugs for treatment of tuberculosis,Other drugs for treatment of tuberculosis,unknown
thiocolchicoside,thiocolchicoside,thiocolchicoside,M03BX05,M03BX,Other centrally acting agents,Other centrally acting agents,unknown
thioctic acid,thioctic acid,thioctic acid,A16AX01,A16AX,Various alimentary tract and metabolism products,Various alimentary tract and metabolism products,unknown
thiomersal,thiomersal,thiomersal,D08AK06,D08AK,Mercurial products,Mercurial products,unknown
thiopental,thiopental,thiopental,N01AF03,N01AF,"Barbiturates, plain","Barbiturates, plain",unknown
thiopropazate,thiopropazate,thiopropazate,N05AB05,N05AB,Phenothiazines with piperazine structure,Phenothiazines with piperazine structure,unknown
thioproperazine,thioproperazine,thioproperazine,N05AB08,N05AB,Phenothiazines with piperazine structure,Phenothiazines with piperazine structure,unknown
thioridazine,thioridazine,thioridazine,N05AC02,N05AC,Phenothiazines with piperidine structure,Phenothiazines with piperidine structure,unknown
thiosulfate,thiosulfate,thiosulfate,V03AB06,V03AB,Antidotes,Antidotes,unknown
thiotepa,thiotepa,thiotepa,L01AC01,L01AC,Ethylene imines,Ethylene imines,unknown
thiram,thiram,thiram,P03AA05,P03AA,Sulfur containing products,Sulfur containing products,unknown
thonzylamine,thonzylamine,thonzylamine,R06AC06,R06AC,Substituted ethylene diamines,Substituted ethylene diamines,antihistamine
thrombin,thrombin,thrombin,B02BC06,B02BC,Local hemostatics,Local hemostatics,unknown
thrombocytes,thrombocytes,thrombocytes,B05AX02,B05AX,Other blood products,Other blood products,unknown
thymopentin,thymopentin,thymopentin,L03AX09,L03AX,Other immunostimulants,Other immunostimulants,unknown
thyroid gland preparations,thyroid gland preparations,thyroid gland preparations,H03AA05,H03AA,Thyroid hormones,Thyroid hormones,unknown
thyrotropin,thyrotropin,thyrotropin,V04CJ01,V04CJ,Tests for thyreoidea function,Tests for thyreoidea function,unknown
thyrotropin alfa,thyrotropin alfa,thyrotropin alfa,H01AB01,H01AB,Thyrotropin,Thyrotropin,unknown
tiabendazole,tiabendazole,tiabendazole,P02CA02,P02CA,Benzimidazole derivatives,Benzimidazole derivatives,unknown
tiadenol,tiadenol,tiadenol,C10AX03,C10AX,Other lipid modifying agents,Other lipid modifying agents,unknown
tiagabine,tiagabine,tiagabine,N03AG06,N03AG,Fatty acid derivatives,Fatty acid derivatives,unknown
tianeptine,tianeptine,tianeptine,N06AX14,N06AX,Other antidepressants,Other antidepressants,unknown
tiapride,tiapride,tiapride,N05AL03,N05AL,Benzamides,Benzamides,unknown
tiaprofenic acid,tiaprofenic acid,tiaprofenic acid,M01AE11,M01AE,Propionic acid derivatives,Propionic acid derivatives,nsaid
tiazofurine,tiazofurine,tiazofurine,L01XX18,L01XX,Other antineoplastic agents,Other antineoplastic agents,unknown
tiazotic acid,tiazotic acid,tiazotic acid,C01EB23,C01EB,Other cardiac preparations,Other cardiac preparations,unknown
tibezonium iodide,tibezonium iodide,tibezonium iodide,A01AB15,A01AB,Antiinfectives and antiseptics for local oral treatment,Antiinfectives and antiseptics for local oral treatment,unknown
tibolone,tibolone,tibolone,G03CX01,G03CX,Other estrogens,Other estrogens,unknown
ticagrelor,ticagrelor,ticagrelor,B01AC24,B01AC,Platelet aggregation inhibitors excl. heparin,Platelet aggregation inhibitors excl. heparin,antiplatelet
ticarcillin,ticarcillin,ticarcillin,J01CA13,J01CA,Penicillins with extended spectrum,Penicillins with extended spectrum,penicillin
ticlatone,ticlatone,ticlatone,D01AE08,D01AE,Other antifungals for topical use,Other antifungals for topical use,unknown
ticlopidine,ticlopidine,ticlopidine,B01AC05,B01AC,Platelet aggregation inhibitors excl. heparin,Platelet aggregation inhibitors excl. heparin,antiplatelet
tidiacic arginine,tidiacic arginine,tidiacic arginine,A05BA07,A05BA,Liver therapy,Liver therapy,unknown
tiemonium iodide,tiemonium iodide,tiemonium iodide,A03AB17,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds","Synthetic anticholinergics, quaternary ammonium compounds",unknown
tienilic acid,tienilic acid,tienilic acid,C03CC02,C03CC,Aryloxyacetic acid derivatives,Aryloxyacetic acid derivatives,unknown
tigecycline,tigecycline,tigecycline,J01AA12,J01AA,Tetracyclines,Tetracyclines,tetracycline
tilactase,tilactase,tilactase,A09AA04,A09AA,Enzyme preparations,Enzyme preparations,unknown
tilbroquinol,tilbroquinol,tilbroquinol,P01AA05,P01AA,Hydroxyquinoline derivatives,Hydroxyquinoline derivatives,unknown
tildrakizumab,tildrakizumab,tildrakizumab,L04AC17,L04AC,Interleukin inhibitors,Interleukin inhibitors,unknown
tilidine,tilidine,tilidine,N02AX01,N02AX,Other opioids,Other opioids,opioid
tilorone,tilorone,tilorone,J05AX19,J05AX,Other antivirals,Other antivirals,unknown
tiludronic acid,tiludronic acid,tiludronic acid,M05BA05,M05BA,Bisphosphonates,Bisphosphonates,unknown
timepidium bromide,timepidium bromide,timepidium bromide,A03AB19,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds","Synthetic anticholinergics, quaternary ammonium compounds",unknown
timolol,timolol,timolol,C07AA06,C07AA,"Beta blocking agents, non-selective","Beta blocking agents, non-selective",beta_blocker
tinidazole,tinidazole,tinidazole,P01AB02,P01AB,Nitroimidazole derivatives,Nitroimidazole derivatives,unknown
tinzaparin,tinzaparin,tinzaparin,B01AB10,B01AB,Heparin group,Heparin group,unknown
tiocarlide,tiocarlide,tiocarlide,J04AD02,J04AD,Thiocarbamide derivatives,Thiocarbamide derivatives,unknown
tioclomarol,tioclomarol,tioclomarol,B01AA11,B01AA,Vitamin K antagonists,Vitamin K antagonists,anticoagulant
tioconazole,tioconazole,tioconazole,D01AC07,D01AC,Imidazole and triazole derivatives,Imidazole and triazole derivatives,unknown
tioguanine,tioguanine,tioguanine,L01BB03,L01BB,Purine analogues,Purine analogues,unknown
tiopronin,tiopronin,tiopronin,G04BX16,G04BX,Other urologicals,Other urologicals,unknown
tiotixene,tiotixene,tiotixene,N05AF04,N05AF,Thioxanthene derivatives,Thioxanthene derivatives,unknown
tiotropium bromide,tiotropium bromide,tiotropium bromide,R03BB04,R03BB,Anticholinergics,Anticholinergics,unknown
tioxolone,tioxolone,tioxolone,D10AB03,D10AB,Preparations containing sulfur,Preparations containing sulfur,unknown
tipepidine,tipepidine,tipepidine,R05DB24,R05DB,Other cough suppressants,Other cough suppressants,unknown
tipranavir,tipranavir,tipranavir,J05AE09,J05AE,Protease inhibitors,Protease inhibitors,unknown
tiracizine,tiracizine,tiracizine,C01EB11,C01EB,Other cardiac preparations,Other cardiac preparations,unknown
tiratricol,tiratricol,tiratricol,D11AX08,D11AX,Other dermatologicals,Other dermatologicals,unknown
tirbanibulin,tirbanibulin,tirbanibulin,D06BX03,D06BX,Other chemotherapeutics,Other chemotherapeutics,unknown
tirilazad,tirilazad,tirilazad,N07XX01,N07XX,Other nervous system drugs,Other nervous system drugs,unknown
tirofiban,tirofiban,tirofiban,B01AC17,B01AC,Platelet aggregation inhibitors excl. heparin,Platelet aggregation inhibitors excl. heparin,antiplatelet
tiropramide,tiropramide,tiropramide,A03AC05,A03AC,"Synthetic antispasmodics, amides with tertiary amines","Synthetic antispasmodics, amides with tertiary amines",unknown
tisagenlecleucel,tisagenlecleucel,tisagenlecleucel,L01XX71,L01XX,Other antineoplastic agents,Other antineoplastic agents,unknown
tisopurine,tisopurine,tisopurine,M04AA02,M04AA,Preparations inhibiting uric acid production,Preparations inhibiting uric acid production,unknown
tivozanib,tivozanib,tivozanib,L01EK03,L01EK,Vascular endothelial growth factor receptor (VEGFR) tyrosine kinase inhibitors,Vascular endothelial growth factor receptor (VEGFR) tyrosine kinase inhibitors,unknown
tixocortol,tixocortol,tixocortol,A07EA05,A07EA,Corticosteroids acting locally,Corticosteroids acting locally,unknown
tizanidine,tizanidine,tizanidine,M03BX02,M03BX,Other centrally acting agents,Other centrally acting agents,unknown
tobramycin,tobramycin,tobramycin,J01GB01,J01GB,Other aminoglycosides,Other aminoglycosides,aminoglycoside
tocainide,tocainide,tocainide,C01BB03,C01BB,"Antiarrhythmics, class Ib","Antiarrhythmics, class Ib",unknown
tocilizumab,tocilizumab,tocilizumab,L04AC07,L04AC,Interleukin inhibitors,Interleukin inhibitors,unknown
tocofersolan,tocofersolan,tocofersolan,A11HA08,A11HA,Other plain vitamin preparations,Other plain vitamin preparations,unknown
tocopherol vit e,tocopherol (vit E),tocopherol (vit E),A11HA03,A11HA,Other plain vitamin preparations,Other plain vitamin preparations,unknown
tofacitinib,tofacitinib,tofacitinib,L04AA29,L04AA,Selective immunosuppressants,Selective immunosuppressants,unknown
tofisopam,tofisopam,tofisopam,N05BA23,N05BA,Benzodiazepine derivatives,Benzodiazepine derivatives,benzodiazepine
tolazamide,tolazamide,tolazamide,A10BB05,A10BB,Sulfonylureas,Sulfonylureas,sulfonylurea
tolazoline,tolazoline,tolazoline,C04AB02,C04AB,Imidazoline derivatives,Imidazoline derivatives,unknown
tolbutamide,tolbutamide,tolbutamide,A10BB03,A10BB,Sulfonylureas,Sulfonylureas,sulfonylurea
tolcapone,tolcapone,tolcapone,N04BX01,N04BX,Other dopaminergic agents,Other dopaminergic agents,unknown
tolciclate,tolciclate,tolciclate,D01AE19,D01AE,Other antifungals for topical use,Other antifungals for topical use,unknown
tolfenamic acid,tolfenamic acid,tolfenamic acid,M01AG02,M01AG,Fenamates,Fenamates,nsaid
tolmetin,tolmetin,tolmetin,M01AB03,M01AB,Acetic acid derivatives and related substances,Acetic acid derivatives and related substances,nsaid
tolnaftate,tolnaftate,tolnaftate,D01AE18,D01AE,Other antifungals for topical use,Other antifungals for topical use,unknown
tolonidine,tolonidine,tolonidine,C02AC04,C02AC,Imidazoline receptor agonists,Imidazoline receptor agonists,unknown
toloxatone,toloxatone,toloxatone,N06AG03,N06AG,Monoamine oxidase A inhibitors,Monoamine oxidase A inhibitors,unknown
tolperisone,tolperisone,tolperisone,M03BX04,M03BX,Other centrally acting agents,Other centrally acting agents,unknown
tolpropamine,tolpropamine,tolpropamine,D04AA12,D04AA,Antihistamines for topical use,Antihistamines for topical use,unknown
